,Unnamed: 0,id,raw_text,mentions_location,text,relevant,mentions_impact,tokens,locations
361,1012,644871444799684608,"SMHI:  Västerbottens län kustland: Varning klass 1, höga flöden, små vattendrag, norra… http://t.co/IvtOf8YsmL",1,smhi västerbotten county coastal country warning class  high flows small waterways north…,1,0,"[{'entity': 'ORG', 'score': 0.9993375, 'index': 1, 'word': 'SMHI', 'start': 0, 'end': 4}, {'entity': 'LOC', 'score': 0.99922895, 'index': 3, 'word': 'Västerbottens', 'start': 7, 'end': 20}, {'entity': 'LOC', 'score': 0.99926025, 'index': 4, 'word': 'län', 'start': 21, 'end': 24}]","{'Västerbottens': {'ner_score': 0.99922895, 'swedish_loc_info': {'place_id': 297452803, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 52825, 'boundingbox': ['63.1019864', '66.3453478', '14.3259858', '22.0805651'], 'lat': '64.72847095', 'lon': '18.553323468349845', 'display_name': 'Västerbotten County, Sweden', 'class': 'boundary', 'type': 'administrative', 'importance': 0.5831054411551504, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png', 'extratags': {'ref:fips': 'SW23', 'ref:nuts': 'SE331', 'wikidata': 'Q104877', 'wikipedia': 'sv:Västerbottens län', 'ref:nuts:3': 'SE331', 'ref:se:scb': '24'}}}, 'län': {'ner_score': 0.99926025, 'swedish_loc_info': {'place_id': 56728391, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5039970979, 'boundingbox': ['59.8302913', '59.8303913', '16.9107805', '16.9108805'], 'lat': '59.8303413', 'lon': '16.9108305', 'display_name': 'Lan, Enköpings kommun, Uppsala County, Sweden', 'class': 'place', 'type': 'isolated_dwelling', 'importance': 0.19999999999999996, 'extratags': {}}}}"
362,1015,644845992840294400,Information om vad du gör vid eventuell översvämning: Den kraftiga nederbörden sista veckan har gjort att det ... http://t.co/m6ZB0ewS2M,0,information event flooding the heavy rainfall week ,1,0,"[{'entity': 'TME', 'score': 0.9900079, 'index': 15, 'word': 'sista', 'start': 79, 'end': 84}, {'entity': 'TME', 'score': 0.99188507, 'index': 16, 'word': 'veckan', 'start': 85, 'end': 91}]",{}
363,1016,644841418708623360,"SMHI: Västerbottens län kustland: Varning klass 1, höga flöden, små vattendrag, norra… http://t.co/jZJlDbGppJ",1,smhi västerbotten county coastal country warning class  high flows small waterways north,1,0,"[{'entity': 'ORG', 'score': 0.9993375, 'index': 1, 'word': 'SMHI', 'start': 0, 'end': 4}, {'entity': 'LOC', 'score': 0.99922895, 'index': 3, 'word': 'Västerbottens', 'start': 6, 'end': 19}, {'entity': 'LOC', 'score': 0.99926025, 'index': 4, 'word': 'län', 'start': 20, 'end': 23}]","{'Västerbottens': {'ner_score': 0.99922895, 'swedish_loc_info': {'place_id': 297452803, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 52825, 'boundingbox': ['63.1019864', '66.3453478', '14.3259858', '22.0805651'], 'lat': '64.72847095', 'lon': '18.553323468349845', 'display_name': 'Västerbotten County, Sweden', 'class': 'boundary', 'type': 'administrative', 'importance': 0.5831054411551504, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png', 'extratags': {'ref:fips': 'SW23', 'ref:nuts': 'SE331', 'wikidata': 'Q104877', 'wikipedia': 'sv:Västerbottens län', 'ref:nuts:3': 'SE331', 'ref:se:scb': '24'}}}, 'län': {'ner_score': 0.99926025, 'swedish_loc_info': {'place_id': 56728391, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5039970979, 'boundingbox': ['59.8302913', '59.8303913', '16.9107805', '16.9108805'], 'lat': '59.8303413', 'lon': '16.9108305', 'display_name': 'Lan, Enköpings kommun, Uppsala County, Sweden', 'class': 'place', 'type': 'isolated_dwelling', 'importance': 0.19999999999999996, 'extratags': {}}}}"
364,1018,644837216498417664,"Vej styrtede sammen i vildt regnvejr http://t.co/CP3DAzFzAm

Hovstien ved Vilhelmsborg styrtede sammen efter kraftig regn den 5. september",0,road collapsed wild rain the hoof path vilhelmsborg collapsed heavy rain september,1,1,"[{'entity': 'LOC', 'score': 0.99881506, 'index': 17, 'word': 'Vilhelmsborg', 'start': 53, 'end': 60}, {'entity': 'TME', 'score': 0.9993129, 'index': 26, 'word': 'den', 'start': 101, 'end': 104}, {'entity': 'TME', 'score': 0.99919516, 'index': 27, 'word': '5', 'start': 105, 'end': 106}, {'entity': 'TME', 'score': 0.9989473, 'index': 28, 'word': '.', 'start': 106, 'end': 107}, {'entity': 'TME', 'score': 0.9993305, 'index': 29, 'word': 'september', 'start': 108, 'end': 117}]","{'Vilhelmsborg': {'ner_score': 0.99881506, 'swedish_loc_info': {'place_id': 77924936, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 7457045547, 'boundingbox': ['57.2551145', '57.2552145', '13.8264493', '13.8265493'], 'lat': '57.2551645', 'lon': '13.8264993', 'display_name': 'Vilhelmsborg, Gnosjö kommun, Jönköping County, 330 33, Sweden', 'class': 'place', 'type': 'isolated_dwelling', 'importance': 0.30999999999999994, 'extratags': {}}}}"
365,1019,644837011212234752,"SMHI:  Västerbottens län kustland: Varning klass 1, höga flöden, små vattendrag, norra… http://t.co/0VbnIiHSbN",1,smhi västerbotten county coastal country warning class  high flows small waterways north…,1,0,"[{'entity': 'ORG', 'score': 0.9993375, 'index': 1, 'word': 'SMHI', 'start': 0, 'end': 4}, {'entity': 'LOC', 'score': 0.99922895, 'index': 3, 'word': 'Västerbottens', 'start': 7, 'end': 20}, {'entity': 'LOC', 'score': 0.99926025, 'index': 4, 'word': 'län', 'start': 21, 'end': 24}]","{'Västerbottens': {'ner_score': 0.99922895, 'swedish_loc_info': {'place_id': 297452803, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 52825, 'boundingbox': ['63.1019864', '66.3453478', '14.3259858', '22.0805651'], 'lat': '64.72847095', 'lon': '18.553323468349845', 'display_name': 'Västerbotten County, Sweden', 'class': 'boundary', 'type': 'administrative', 'importance': 0.5831054411551504, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png', 'extratags': {'ref:fips': 'SW23', 'ref:nuts': 'SE331', 'wikidata': 'Q104877', 'wikipedia': 'sv:Västerbottens län', 'ref:nuts:3': 'SE331', 'ref:se:scb': '24'}}}, 'län': {'ner_score': 0.99926025, 'swedish_loc_info': {'place_id': 56728391, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5039970979, 'boundingbox': ['59.8302913', '59.8303913', '16.9107805', '16.9108805'], 'lat': '59.8303413', 'lon': '16.9108305', 'display_name': 'Lan, Enköpings kommun, Uppsala County, Sweden', 'class': 'place', 'type': 'isolated_dwelling', 'importance': 0.19999999999999996, 'extratags': {}}}}"
366,1020,644825425265475584,Nytt bildspel från vår insats vid #översvämning i #Järfälla 6-7/9: http://t.co/6zWP66viL5 #frivilligaresursgruppen,1,new slideshow effort flooding järfälla    frivilligaresursgruppen,1,0,"[{'entity': 'LOC', 'score': 0.9992268, 'index': 13, 'word': 'Järfälla', 'start': 51, 'end': 59}]","{'Järfälla': {'ner_score': 0.9992268, 'swedish_loc_info': {'place_id': 155567, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 31014648, 'boundingbox': ['59.3804736', '59.4604736', '17.7885472', '17.8685472'], 'lat': '59.4204736', 'lon': '17.8285472', 'display_name': 'Järfälla, Järfälla kommun, Stockholm County, 177 41, Sweden', 'class': 'place', 'type': 'town', 'importance': 0.5711756348100583, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_town.p.20.png', 'extratags': {'wikidata': 'Q301259', 'wikipedia': 'sv:Järfälla kommun', 'population': '65295', 'population:date': '2009-12-31', 'ref:se:pts:postort': 'JÄRFÄLLA'}}}}"
367,1021,644818975789068288,Den kraftiga nederbörden sista veckan har gjort att det nu finns risk för översvämning i källardelen på våra hus.... http://t.co/KXtxns6M5x,0,the heavy rainfall week meant risk flooding basement houses,1,1,"[{'entity': 'TME', 'score': 0.9108674, 'index': 5, 'word': 'sista', 'start': 25, 'end': 30}, {'entity': 'TME', 'score': 0.97610533, 'index': 6, 'word': 'veckan', 'start': 31, 'end': 37}]",{}
368,1022,644818043504214016,"SMHI:  Västerbottens län kustland: Varning klass 1, höga flöden, små vattendrag, norra… http://t.co/1AkdvLJjBl",1,smhi västerbotten county coastal country warning class  high flows small waterways north,1,0,"[{'entity': 'ORG', 'score': 0.9993375, 'index': 1, 'word': 'SMHI', 'start': 0, 'end': 4}, {'entity': 'LOC', 'score': 0.99922895, 'index': 3, 'word': 'Västerbottens', 'start': 7, 'end': 20}, {'entity': 'LOC', 'score': 0.99926025, 'index': 4, 'word': 'län', 'start': 21, 'end': 24}]","{'Västerbottens': {'ner_score': 0.99922895, 'swedish_loc_info': {'place_id': 297452803, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 52825, 'boundingbox': ['63.1019864', '66.3453478', '14.3259858', '22.0805651'], 'lat': '64.72847095', 'lon': '18.553323468349845', 'display_name': 'Västerbotten County, Sweden', 'class': 'boundary', 'type': 'administrative', 'importance': 0.5831054411551504, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_boundary_administrative.p.20.png', 'extratags': {'ref:fips': 'SW23', 'ref:nuts': 'SE331', 'wikidata': 'Q104877', 'wikipedia': 'sv:Västerbottens län', 'ref:nuts:3': 'SE331', 'ref:se:scb': '24'}}}, 'län': {'ner_score': 0.99926025, 'swedish_loc_info': {'place_id': 56728391, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 5039970979, 'boundingbox': ['59.8302913', '59.8303913', '16.9107805', '16.9108805'], 'lat': '59.8303413', 'lon': '16.9108305', 'display_name': 'Lan, Enköpings kommun, Uppsala County, Sweden', 'class': 'place', 'type': 'isolated_dwelling', 'importance': 0.19999999999999996, 'extratags': {}}}}"
369,1024,644816288343289856,Katastroftillstånd i Thailand-strandsatta turister-regn-oväder skapades av ditt Egots struktur.Jorden är ditt hologram som du upplöser.,0,state disaster thailandstrandedtouristsrainstorm created structure ego the earth hologram dissolve,1,1,"[{'entity': 'LOC', 'score': 0.9996507, 'index': 5, 'word': 'Thailand', 'start': 21, 'end': 29}, {'entity': 'PER', 'score': 0.6912933, 'index': 17, 'word': 'Egots', 'start': 80, 'end': 83}]","{'Thailand': {'ner_score': 0.9996507, 'swedish_loc_info': {}}}"
370,1032,644767582738710528,"Lv 956 Vägsjöfors-Öjån (Trafikstörning): Vägen stängd, översvämning. Störning http://t.co/Qq1QywAMzl #Väg #trafikP4",1,lv vägsjöforsöjån traffic disruption road closed flooding disruption road trafficp,1,1,"[{'entity': 'LOC', 'score': 0.9279544, 'index': 5, 'word': 'Vägsjöfors', 'start': 7, 'end': 10}, {'entity': 'LOC', 'score': 0.9994979, 'index': 9, 'word': 'Öjån', 'start': 18, 'end': 19}]","{'Vägsjöfors': {'ner_score': 0.9279544, 'swedish_loc_info': {'place_id': 67418116, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 6186241044, 'boundingbox': ['60.2869323', '60.2870323', '13.0453992', '13.0454992'], 'lat': '60.2869823', 'lon': '13.0454492', 'display_name': 'Vägsjöfors, Vitsand distrikt, Torsby kommun, Värmland County, Sweden', 'class': 'place', 'type': 'isolated_dwelling', 'importance': 0.30999999999999994, 'extratags': {}}}, 'Öjån': {'ner_score': 0.9994979, 'swedish_loc_info': {'place_id': 195619857, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 385235712, 'boundingbox': ['63.9012868', '63.9322033', '15.0383507', '15.0794882'], 'lat': '63.9178976', 'lon': '15.0527704', 'display_name': 'Öjån, Strömsunds kommun, Jämtland County, Sweden', 'class': 'waterway', 'type': 'river', 'importance': 0.385, 'extratags': {}}}}"
371,1034,644762811638263808,Lv 531 Århult-Bråten (Trafikstörning): Vägen skadad efter översvämning. Störning http://t.co/h6a1Wrkv6y #Väg #trafikP4,1,lv århultbråten traffic disruption road damaged flooding disruption road trafficp,1,1,"[{'entity': 'LOC', 'score': 0.997221, 'index': 5, 'word': 'Århult', 'start': 7, 'end': 9}, {'entity': 'LOC', 'score': 0.9624795, 'index': 8, 'word': 'Bråten', 'start': 14, 'end': 17}]","{'Århult': {'ner_score': 0.997221, 'swedish_loc_info': {'place_id': 78362268, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 7495379143, 'boundingbox': ['58.5394742', '58.5794742', '13.6862529', '13.7262529'], 'lat': '58.5594742', 'lon': '13.7062529', 'display_name': 'Århult, Skövde kommun, Västra Götaland County, Sweden', 'class': 'place', 'type': 'hamlet', 'importance': 0.36, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png', 'extratags': {}}}, 'Bråten': {'ner_score': 0.9624795, 'swedish_loc_info': {'place_id': 15798105, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 1723048051, 'boundingbox': ['59.3317279', '59.3717279', '14.5542149', '14.5942149'], 'lat': '59.3517279', 'lon': '14.5742149', 'display_name': 'Bråten, Karlskoga kommun, Örebro County, 691 54, Sweden', 'class': 'place', 'type': 'suburb', 'importance': 0.385, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png', 'extratags': {}}}}"
372,1038,644734476053020673,Satan vilket störtregn ... Tur man inte har källare 😁 http://t.co/0KovCWN4DP,0,damn downpour  lucky dont basement ,1,0,[],{}
373,1047,644594520244494340,"Hold up. Risk för översvämning i ""närheten av Luleå"" imorgon.",1,hold up risk flooding the vicinity luleå tomorrow,1,0,"[{'entity': 'LOC', 'score': 0.9993974, 'index': 13, 'word': 'Luleå', 'start': 46, 'end': 51}, {'entity': 'TME', 'score': 0.99968016, 'index': 15, 'word': 'imorgon', 'start': 53, 'end': 55}]","{'Luleå': {'ner_score': 0.9993974, 'swedish_loc_info': {'place_id': 137314, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 27559814, 'boundingbox': ['65.4231187', '65.7431187', '21.9859535', '22.3059535'], 'lat': '65.5831187', 'lon': '22.1459535', 'display_name': 'Luleå, Luleå kommun, Norrbotten County, 971 28, Sweden', 'class': 'place', 'type': 'city', 'importance': 0.6401785009376425, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_city.p.20.png', 'extratags': {'capital': '4', 'wikidata': 'Q26268', 'wikipedia': 'sv:Luleå', 'population': '73864', 'ref:se:scb': '8724', 'ref:se:pts:postort': 'LULEÅ'}}}}"
374,1048,644581337488302080,Rejält med regn och blåsigt i norra Norrland imorgon fredag och natten till lördag. Se upp för översvämning! /IE #väder,1,heavy rain windy northern norrland tomorrow friday night saturday watch flooding ie weather,1,0,"[{'entity': 'LOC', 'score': 0.99936897, 'index': 10, 'word': 'Norrland', 'start': 36, 'end': 44}, {'entity': 'TME', 'score': 0.9970757, 'index': 11, 'word': 'imorgon', 'start': 45, 'end': 47}, {'entity': 'TME', 'score': 0.98833406, 'index': 13, 'word': 'fredag', 'start': 53, 'end': 59}, {'entity': 'TME', 'score': 0.9878698, 'index': 15, 'word': 'natten', 'start': 64, 'end': 70}, {'entity': 'TME', 'score': 0.99452895, 'index': 16, 'word': 'till', 'start': 71, 'end': 75}, {'entity': 'TME', 'score': 0.9698241, 'index': 17, 'word': 'lördag', 'start': 76, 'end': 82}]","{'Norrland': {'ner_score': 0.99936897, 'swedish_loc_info': {'place_id': 297841504, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'relation', 'osm_id': 52829, 'boundingbox': ['60.1695516', '69.0599699', '11.9745809', '24.1776819'], 'lat': '64.6149221', 'lon': '17.83272124323154', 'display_name': 'Region Norrland, Sweden', 'class': 'boundary', 'type': 'historic', 'importance': 0.6121908158728945, 'extratags': {'cg_ref': 'SE-Norrland', 'wikidata': 'Q203505', 'wikipedia': 'sv:Norrland'}}}}"
375,1050,644574556028428288,Lv 949 Östmark-Myrtorp (Trafikstörning): Vägen avstängd pga översvämning. Störning norr om Metbäcken http://t.co/RFg6wMpI7A #Väg #trafikP4,1,lv östmarkmyrtorp traffic disturbance the road closed flooding disturbance north metbäcken väg trafikp,1,1,"[{'entity': 'PER', 'score': 0.9507609, 'index': 5, 'word': 'Östmark', 'start': 7, 'end': 10}, {'entity': 'LOC', 'score': 0.99714166, 'index': 8, 'word': 'Myrtorp', 'start': 15, 'end': 18}, {'entity': 'LOC', 'score': 0.99944013, 'index': 26, 'word': 'Metbäcken', 'start': 91, 'end': 94}]","{'Myrtorp': {'ner_score': 0.99714166, 'swedish_loc_info': {'place_id': 78140146, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 7443791054, 'boundingbox': ['59.3494611', '59.3694611', '16.4775971', '16.4975971'], 'lat': '59.3594611', 'lon': '16.4875971', 'display_name': 'Myrtorp, Snopptorp, Eskilstuna, Eskilstuna kommun, Södermanland County, 632 32, Sweden', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.36, 'extratags': {}}}, 'Metbäcken': {'ner_score': 0.99944013, 'swedish_loc_info': {'place_id': 67048596, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 6186241411, 'boundingbox': ['60.3251344', '60.3252344', '12.7608705', '12.7609705'], 'lat': '60.3251844', 'lon': '12.7609205', 'display_name': 'Metbäcken, Östmark distrikt, Torsby kommun, Värmland County, Sweden', 'class': 'place', 'type': 'isolated_dwelling', 'importance': 0.30999999999999994, 'extratags': {}}}}"
376,1052,644565498684768256,Lv 668 Värmskogs kyrka-Malsjö kvarn (Trafikstörning): Vägen avstängd pga översvämning. Störning http://t.co/A7p6JRI4oW #Väg #trafikP4,1,lv värmskog churchmalsjö kvarn traffic disruption road closed flooding disruption road trafficp,1,1,"[{'entity': 'LOC', 'score': 0.9980416, 'index': 4, 'word': 'Värmskogs', 'start': 7, 'end': 11}, {'entity': 'LOC', 'score': 0.99622077, 'index': 7, 'word': 'kyrka', 'start': 17, 'end': 22}, {'entity': 'LOC', 'score': 0.9971782, 'index': 9, 'word': 'Malsjö', 'start': 23, 'end': 26}, {'entity': 'LOC', 'score': 0.99461335, 'index': 11, 'word': 'kvarn', 'start': 30, 'end': 35}]","{'Värmskogs': {'ner_score': 0.9980416, 'swedish_loc_info': {'place_id': 203709367, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 431763864, 'boundingbox': ['59.4549865', '59.4551006', '12.9173829', '12.9179332'], 'lat': '59.4550579', 'lon': '12.917652822703179', 'display_name': 'Värmskogs kyrka, S 668, Värmskog, Grums kommun, Värmland County, 664 92, Sweden', 'class': 'amenity', 'type': 'place_of_worship', 'importance': 0.2746177363283244, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/place_of_worship_unknown3.p.20.png', 'extratags': {'religion': 'christian', 'wikidata': 'Q10717691', 'wikipedia': 'sv:Värmskogs kyrka', 'denomination': 'lutheran'}}}, 'kyrka': {'ner_score': 0.99622077, 'swedish_loc_info': {'place_id': 56152225, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 4944563022, 'boundingbox': ['59.2563587', '59.2564587', '18.0820626', '18.0821626'], 'lat': '59.2564087', 'lon': '18.0821126', 'display_name': 'Kyrka, Hökarängsplan, Tobaksområdet, Hökarängen, Farsta stadsdelsområde, Stockholms kommun, Stockholm County, 123 59, Sweden', 'class': 'tourism', 'type': 'artwork', 'importance': 0.10010000000000001, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/tourist_art_gallery2.p.20.png', 'extratags': {'url': 'https://commons.wikimedia.org/wiki/File:Kyrka-Ernst_Billgren-20080824.jpg', 'artist_name': 'Ernst Billgren', 'artwork_type': 'sculpture'}}}, 'Malsjö': {'ner_score': 0.9971782, 'swedish_loc_info': {'place_id': 78496066, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 7477451530, 'boundingbox': ['59.9860884', '60.0260884', '12.8530924', '12.8930924'], 'lat': '60.0060884', 'lon': '12.8730924', 'display_name': 'Malsjö, Sunne kommun, Värmland County, 686 98, Sweden', 'class': 'place', 'type': 'hamlet', 'importance': 0.36, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png', 'extratags': {}}}, 'kvarn': {'ner_score': 0.99461335, 'swedish_loc_info': {'place_id': 78022487, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 7450086347, 'boundingbox': ['58.6139096', '58.6539096', '15.2886421', '15.3286421'], 'lat': '58.6339096', 'lon': '15.3086421', 'display_name': 'Kvarn, Motala kommun, Östergötland County, Sweden', 'class': 'place', 'type': 'hamlet', 'importance': 0.35, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png', 'extratags': {}}}}"
377,1055,644563990064947200,Nolby (Trafikstörning): Enskild väg avstängd pga översvämning. Störning Stensjövägen http://t.co/9DgoOsxsQp #Väg #trafikP4,1,nolby traffic disturbance single road closed flooding disruption stensjövägen road trafikp,1,1,"[{'entity': 'LOC', 'score': 0.82165813, 'index': 1, 'word': 'Nolby', 'start': 0, 'end': 3}, {'entity': 'LOC', 'score': 0.99739444, 'index': 20, 'word': 'Stensjövägen', 'start': 72, 'end': 77}]","{'Nolby': {'ner_score': 0.82165813, 'swedish_loc_info': {'place_id': 862142, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 289717215, 'boundingbox': ['57.9189041', '57.9589041', '12.5267392', '12.5667392'], 'lat': '57.9389041', 'lon': '12.5467392', 'display_name': 'Nolby, Alingsås distrikt, Alingsås, Alingsås kommun, Västra Götaland County, 441 39, Sweden', 'class': 'place', 'type': 'suburb', 'importance': 0.385, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png', 'extratags': {}}}, 'Stensjövägen': {'ner_score': 0.99739444, 'swedish_loc_info': {'place_id': 179249405, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'way', 'osm_id': 303240658, 'boundingbox': ['59.6000898', '59.6016653', '18.5811782', '18.5814748'], 'lat': '59.6008135', 'lon': '18.5813235', 'display_name': 'Stensjövägen, Olboda, Svensboda, Norrtälje kommun, Stockholm County, 760 10, Sweden', 'class': 'highway', 'type': 'residential', 'importance': 0.21, 'extratags': {'surface': 'gravel', 'tracktype': 'grade1'}}}}"
378,1056,644562349509210112,Västra Furtan-Mosstorpen (Trafikstörning): Enskild väg avstängd pga översvämning. Störning http://t.co/IBtNtcIOBR #Väg #trafikP4,1,västra furtanmosstorpen traffic disruption single road closed flooding disruption road trafficp,1,1,"[{'entity': 'LOC', 'score': 0.9993705, 'index': 1, 'word': 'Västra', 'start': 0, 'end': 6}, {'entity': 'LOC', 'score': 0.99949384, 'index': 2, 'word': 'Furtan', 'start': 7, 'end': 10}, {'entity': 'LOC', 'score': 0.99917114, 'index': 5, 'word': 'Mosstorpen', 'start': 14, 'end': 18}]","{'Västra': {'ner_score': 0.9993705, 'swedish_loc_info': {'place_id': 44296653, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 3677749925, 'boundingbox': ['62.9072129', '62.9073129', '12.7867354', '12.7868354'], 'lat': '62.9072629', 'lon': '12.7867854', 'display_name': 'Dunsjöfjället, Västra, Bergs kommun, Jämtland County, Sweden', 'class': 'natural', 'type': 'peak', 'importance': 0.41000000000000003, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_peak.p.20.png', 'extratags': {'ele': '1278'}}}, 'Furtan': {'ner_score': 0.99949384, 'swedish_loc_info': {'place_id': 20336006, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 2308406195, 'boundingbox': ['59.6274524', '59.6674524', '12.7267217', '12.7667217'], 'lat': '59.6474524', 'lon': '12.7467217', 'display_name': 'Västra Furtan, Arvika kommun, Värmland County, Sweden', 'class': 'place', 'type': 'hamlet', 'importance': 0.35, 'icon': 'https://nominatim.openstreetmap.org/ui/mapicons/poi_place_village.p.20.png', 'extratags': {'population': '123', 'ref:se:scb': 'S5693'}}}, 'Mosstorpen': {'ner_score': 0.99917114, 'swedish_loc_info': {'place_id': 66993053, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 6186240747, 'boundingbox': ['59.6249896', '59.6250896', '12.7550769', '12.7551769'], 'lat': '59.6250396', 'lon': '12.7551269', 'display_name': 'Mosstorpen, Arvika kommun, Värmland County, Sweden', 'class': 'place', 'type': 'isolated_dwelling', 'importance': 0.30999999999999994, 'extratags': {}}}}"
379,1058,644543657836736512,@Petsson4444 Det var det som hände i sundsvall och då blev det översvämning,0,thats happened straits flood,1,0,[],{}
380,1060,644537070908653568,Lv 948 Sörmark-Myrtorp (Trafikstörning): Vägen stängd pga översvämning. Störning http://t.co/MG36IZZSGi #Väg #trafikP4,1,lv sörmarkmyrtorp traffic disruption road closed flooding disruption road trafficp,1,1,"[{'entity': 'PER', 'score': 0.96348256, 'index': 5, 'word': 'Sörmark', 'start': 7, 'end': 11}, {'entity': 'LOC', 'score': 0.996741, 'index': 8, 'word': 'Myrtorp', 'start': 15, 'end': 18}]","{'Myrtorp': {'ner_score': 0.996741, 'swedish_loc_info': {'place_id': 78140146, 'licence': 'Data © OpenStreetMap contributors, ODbL 1.0. https://osm.org/copyright', 'osm_type': 'node', 'osm_id': 7443791054, 'boundingbox': ['59.3494611', '59.3694611', '16.4775971', '16.4975971'], 'lat': '59.3594611', 'lon': '16.4875971', 'display_name': 'Myrtorp, Snopptorp, Eskilstuna, Eskilstuna kommun, Södermanland County, 632 32, Sweden', 'class': 'place', 'type': 'neighbourhood', 'importance': 0.36, 'extratags': {}}}}"
