id,Text mainly in Swedish,On Topic,Informative/relevant/non sarcastic,Contains specific information about IMPACTS
639158360806400000,1,0,0,0
639145784525590528,1,0,0,0
639144877859713024,1,0,0,0
639144009701675008,1,0,0,0
639136537519747073,1,0,0,0
639135088131702784,1,1,1,1
639131785385914368,1,1,0,0
639119504828690432,1,0,0,0
639113641548234752,1,0,0,0
639106585810354176,1,0,0,0
639104232260562944,0,0,0,0
639095615926992896,1,0,0,0
639094778450173952,1,0,0,0
639081871226347520,1,1,1,0
639080984290308096,1,1,0,0
639072440589647872,0,0,0,0
639067576430104576,1,0,0,0
639064763998294016,1,1,0,1
639050030901432320,1,1,0,1
639041524383268864,1,0,0,0
639035216712081409,1,0,0,0
639031696520794112,0,0,0,0
639029049885655040,1,1,0,0
639022742847754240,1,1,1,1
639022599268364288,1,1,0,0
639022484633878528,1,1,0,0
639016019214909440,1,1,0,1
639015301317853184,1,1,0,0
639015236008153088,1,1,0,0
639001997035896833,1,0,0,0
639001027513987072,1,1,1,0
639000704573665280,1,0,0,0
638999702906736640,1,0,0,0
638998168080773120,1,0,0,0
638988045891563520,1,0,0,0
638987986860949504,1,0,0,0
638984022798897152,1,0,0,0
638972153476444160,1,0,0,0
638971912605990912,0,0,0,0
638971393837780992,1,0,0,0
638962610034053120,1,0,0,0
638959544778010625,1,0,0,0
638957276091518976,1,0,0,0
638956588955500544,1,0,0,0
638956363700289537,1,1,0,0
638953476136017920,1,0,0,0
638953085604237313,1,1,0,0
638949233719119872,1,0,0,0
638942224529641472,1,0,0,0
638942029507117058,1,0,0,0
638941973831921664,1,0,0,0
638938157111709696,1,0,0,0
638936207972540416,1,0,0,0
638928946462072832,1,0,0,0
638842060355842048,0,0,0,0
638833140480393216,1,0,0,0
638832996041134081,1,1,0,1
638831679717535745,1,0,0,0
638823748875845636,1,1,0,0
638818610425692161,1,1,1,0
638814966125056000,0,0,0,0
638809290938142721,1,0,0,0
638802562871902208,1,0,0,0
638801522244104197,1,0,0,0
638792621540966400,1,0,0,0
638791706809356289,1,0,0,0
638776379757228032,1,0,0,0
638774433537236996,1,0,0,0
638744144005959681,1,0,0,0
638743059786825728,1,0,0,0
638739862980444160,1,0,0,0
638729728178978816,1,0,0,0
638726826773356544,1,0,0,0
638721831009062913,1,0,0,0
638717284278796288,1,0,0,0
638713120911945728,0,0,0,0
638705102572929024,1,0,0,0
638691180910354432,1,0,0,0
638676740185935872,1,0,0,0
638675415632998400,0,0,0,0
638668853212508160,1,0,0,0
638665066225762304,1,1,0,0
638645400195481600,0,0,0,0
638644600262000640,1,0,0,0
638640000951840768,1,0,0,0
638629459961249792,1,0,0,0
638628237334159360,1,0,0,0
638627641369739264,1,0,0,0
638618979410518016,1,0,0,0
638616444561977344,1,0,0,0
638614095504109568,1,0,0,0
638607272705454080,1,0,0,0
638607154228891649,1,0,0,0
899381296383889410,1,1,0,1
899332872468910080,1,1,0,1
899313837303877632,1,0,0,0
899308120773734400,1,0,0,0
899305280114241537,1,0,0,0
899278833781755904,1,0,0,0
899278440653873153,1,0,0,0
899270662560382977,1,0,0,0
899259839490260994,0,0,0,0
899259658615107584,1,0,0,0
899259415450140672,1,0,0,0
899256903582326787,0,0,0,0
899256074292920320,1,0,0,0
899251674296045569,1,0,0,0
899245059530514433,1,0,0,0
899198559672782848,1,0,0,0
899174954402500608,0,0,0,0
899161262898237441,0,0,0,0
899132835935682560,0,0,0,0
899040220238229504,1,0,0,0
899011522843865089,0,0,0,0
899006821758664704,1,1,1,0
899000844288438272,1,1,1,1
899000301725900800,1,0,0,0
898996625347096576,1,0,0,0
898976143835004928,1,0,0,0
898975580724625409,0,0,0,0
898965769735753728,1,0,0,0
898957213691244547,1,0,0,0
898949781531316224,1,0,0,0
898943865012584448,1,0,0,0
898938741607288832,1,0,0,0
898938229713506304,1,0,0,0
898934435718070272,1,0,0,0
898924878954455041,1,0,0,0
898916955796774912,1,0,0,0
898901735069990917,1,1,0,0
898899628615245824,1,0,0,0
898897017266728960,1,0,0,0
898895769897447424,1,0,0,0
898883659595481089,1,0,0,0
898868761809125376,1,1,1,1
898868618435362816,1,1,1,1
898857195831304192,1,0,0,0
898833118966239233,0,1,0,0
898832415140978692,0,1,0,0
898821400810487808,0,0,0,0
898816465410719744,1,1,1,0
898808106918064128,1,0,0,0
898806963076837376,1,0,0,0
898805688037556224,1,0,0,0
898805047391395840,1,0,0,0
898804120034914304,1,1,0,0
898799734109880320,1,0,0,0
898799443247415296,1,0,0,0
898787941807521792,1,0,0,0
898786418725605378,1,0,0,0
898780135167545344,1,0,0,0
898780082747170816,1,1,0,0
898772913771261952,1,0,0,0
898747159423492096,1,1,0,0
898729031285080064,1,1,0,1
898696035211517953,1,0,0,0
768210725496090624,1,1,0,0
768209960467435521,1,1,1,1
768206204258639874,1,1,0,0
768191231172177920,1,0,0,0
768187596493185025,1,0,0,0
768186233210023936,1,0,0,0
768186228223074308,1,0,0,0
768180113607385089,1,0,0,0
768174433869631488,1,0,0,0
768169403460517892,1,0,0,0
768168686393913344,1,0,0,0
768164344869842944,0,0,0,0
768162405486657536,1,1,0,0
768160833457315840,1,0,0,0
768141930173722624,1,0,0,0
768130008267231232,1,0,0,0
768087201766834176,0,0,0,0
768086502828048384,0,0,0,0
768081770222850048,1,0,0,0
768074586697166848,0,0,0,0
768073108175609856,1,0,0,0
768040949104640001,1,1,1,0
768031038908006400,1,1,0,0
767976681588027392,1,1,0,0
767975113539063808,1,0,0,0
767971157173645312,1,1,0,0
767967133976309760,1,0,0,0
767963983542444032,1,0,0,0
767807187435425792,0,0,0,0
767797258913918976,1,0,0,0
767792052612587520,1,0,0,0
767773840458051585,1,0,0,0
767768843322290176,0,0,0,0
767758757828886529,1,0,0,0
767745790857113600,1,1,0,0
767742567211495424,1,0,0,0
767730451767300096,1,1,1,0
767719598716248064,0,0,0,0
767707022280327168,1,1,0,1
767694897478529025,0,0,0,0
767694623271555072,0,0,0,0
767693950148833280,1,0,0,0
767690624636227585,1,0,0,0
767669587563327489,1,1,1,1
767657600838164480,0,0,0,0
767651192851816448,1,0,0,0
767636504097193984,1,0,0,0
767632152913670144,1,0,0,0
767628353503391744,1,1,0,0
767549651667062784,1,0,0,0
1416181920988336132,1,1,0,,
1416176185428557832,1,1,0,,
1416171447421112326,1,1,0,,
1416167910150639623,1,1,0,,
1416166156390576138,1,1,0,,
1416161518589300739,1,0,0,,
1416159454484176898,1,1,0,,
1416159320832626691,1,1,0,,
1416159277983617025,1,0,0,,
1416156300044607489,1,1,0,,
1416155903254990848,1,1,0,,
1416154721526681602,1,0,0,,
1416154427900284928,1,1,0,,
1416154162463748097,1,1,0,,
1416154109024120834,1,0,0,,
1416153786997956614,1,0,0,,
1416153774696062979,1,0,0,,
1416153544684621826,1,1,0,,
1416150658546343939,1,1,0,,
1416149600281505792,1,1,0,,
1416149425219588102,1,1,0,,
1416148928152621066,1,1,1,,
1416143780642709507,0,0,0,,
1416136317411463170,1,1,1,,
1416136204228210690,1,1,1,,
1416135979178541056,1,1,0,,
1416135808977940486,1,1,0,,
1416135647887335428,1,1,0,,
1416134223413579778,1,1,0,,
1416134213959655424,1,1,0,,
1416134140269940736,1,0,0,,
1416133975983202306,1,1,0,,
1416131760346308615,1,1,1,,
1416130078929530884,1,1,0,,
1416126585749581836,1,0,0,,
1416126119166849026,1,1,0,,
1416126033619832838,1,1,1,,
1416125479581413377,1,0,0,,
1416125268658434050,1,0,0,,
1416124509703262209,1,0,0,,
1416124477868490752,1,1,0,,
1416123713666355209,1,1,0,,
1416123584641110019,1,1,0,,
1416123367241961480,1,1,0,,
1416122336768577541,1,1,0,,
1416121864708108305,1,1,0,,
1416119181779558401,1,1,0,,
1416118250279215107,1,0,0,,
1416116799385620484,1,1,0,,
1416116410972049410,1,1,0,,
1416115264878481408,1,0,0,,
1416114188402008069,1,1,0,,
1416114181858856960,1,1,0,,
1416114175189917710,1,1,0,,
1416114172572622849,1,1,0,,
1416113974739939330,1,1,0,,
1416111016820330498,1,1,0,,
1416109512113729536,1,0,0,,
1416108355907735560,1,1,0,,
1416106619046449157,1,1,0,,
1416106332600557571,1,1,0,,
1416104403497533444,1,1,0,,
1416104364356288513,1,1,0,,
1416102598436864001,1,1,0,,
1416099849100042245,1,1,1,,
1416099302959718402,1,1,0,,
1416098797462163457,0,0,0,,
1416098090172534789,1,1,0,,
1416097538210471936,1,1,1,,
1416096327528759301,1,1,0,,
1416096217902288906,1,0,0,,
1416095664233193474,1,1,1,,
1416095426831323141,1,0,0,,
1416093979200921608,1,1,0,,
1416090563607252998,1,0,0,,
1416089854329425920,1,1,0,,
1416089500569194500,1,1,0,,
1416089168351043586,1,0,0,,
1416089165322723334,1,0,0,,
1416087729063010304,1,0,0,,
1416087182914334724,1,1,0,,
1416086043938459649,1,0,0,,
1416085033241227266,1,1,0,,
1416084459405856777,1,1,0,,
1416084397653114888,1,1,0,,
1416083042557472771,1,0,0,,
1416081500194410497,1,1,0,,
1416078018460725254,1,1,0,,
1416076594712547331,1,0,0,,
1416075020888051712,1,0,0,,
1416074796501245953,1,1,0,,
1416074559892119552,1,0,0,,
1416073796285521925,1,1,0,,
1416073661006684168,0,1,1,,
1416071808902651904,1,1,0,,
1416070196083707904,1,1,0,,
1416069264059076612,1,1,0,,
1416068158658600966,1,0,0,,
1416066617193205764,1,1,0,,
644998439873441792,1,0,0,0
644993508865085440,1,1,1,0
644989307246219264,1,0,0,0
644974785211039744,1,0,0,0
644974375251390465,1,1,1,0
644970120188588032,1,1,1,0
644964381692985349,1,0,0,0
644958536204685313,1,1,1,0
644958535554625536,1,1,1,0
644956613753876480,1,0,0,0
644955949086691328,1,0,0,,
644955539601006592,1,0,0,0
644955001018695680,1,0,0,0
644954595295395840,1,0,0,0
644954163655282688,1,1,1,0
644953059886395395,0,0,0,0
644944388137877504,1,0,0,0
644942087683731456,1,0,0,0
644936018857168898,0,0,0,0
644924207072178176,1,0,0,0
644922397863362561,0,0,0,0
644922347900805120,0,0,0,0
644921356186861569,1,1,1,0
644919432184229889,1,0,0,0
644907581559939072,1,0,0,0
644894071513812993,0,0,0,0
644892904822042624,0,0,0,0
644885147230167040,1,1,1,1
644883536625819648,1,1,1,0
644877126274023424,0,0,0,0
644871444799684608,1,1,1,0
644860825136693249,1,0,0,0
644858010523828224,0,0,0,0
644845992840294400,1,1,0,0
644841418708623360,1,1,1,0
644841177225822208,1,0,0,0
644837216498417664,0,1,1,1
644837011212234752,1,1,1,0
644825425265475584,1,1,0,0
644818975789068288,1,1,1,1
644818043504214016,1,1,1,0
644816630451675136,0,0,0,0
644816288343289856,1,1,0,1
644814597896192000,1,0,0,0
644813930720833536,1,0,0,0
644802924879736832,1,0,0,0
644802686425133056,1,0,0,0
644800118353461248,1,0,0,0
644793303297359872,1,0,0,0
644774059717357569,1,0,0,0
644767582738710528,1,1,1,1
644766549367201792,1,0,0,0
644762811638263808,1,1,1,1
644759828762632192,1,0,0,0
644745875760263168,1,0,0,0
644742101813608448,1,0,0,0
644734476053020673,1,1,0,0
644699075087044609,1,0,0,0
644646046379962368,1,0,0,0
644634829720526848,0,0,0,0
644634615186112512,0,0,0,0
644634401008144384,0,0,0,0
644619897759264769,1,0,0,0
644618545138135040,1,0,0,0
644607185570385920,1,0,0,0
644594520244494340,1,1,1,0
644581337488302080,1,1,1,0
644579896522575873,0,0,0,0
644574556028428288,1,1,1,1
644574438470586368,1,0,0,0
644565498684768256,1,1,1,1
644564286887567360,1,0,0,0
644564116171042816,1,0,0,0
644563990064947200,1,1,1,1
644562349509210112,1,1,1,1
644552857035927552,0,0,0,0
644543657836736512,1,1,0,0
644539723235639297,1,0,0,0
644537070908653568,1,1,1,1
644533493276495872,1,0,0,0
644532682513383424,1,0,0,0
644526951957446656,1,0,0,0
644526036533817344,1,0,0,0
644522715236315136,1,1,1,1
644521328234491904,1,1,1,1
644519479628554241,1,0,0,0
644507741403246592,1,1,1,1
644487955319508992,1,0,0,0
644475818765352960,1,1,0,0
644475574396829696,1,0,0,0
644474903068995584,1,1,1,1
644473765682745344,1,1,1,1
644473393262297088,1,1,1,1
644469452281675776,1,0,0,0
644468350018387968,1,1,1,1
644467662827978752,0,1,0,0
644466845274128384,1,1,1,1
644463599218487296,1,0,0,0
644462563833606144,1,0,0,0
644458262738374656,1,1,0,0
1026969733269254144,1,0,0,,
1026929108956135424,1,0,0,,
1026921896737169409,1,0,0,,
1026921697377759232,1,0,0,,
1026907239393775616,1,0,0,,
1026903653087629312,1,0,0,,
1026900490544664576,1,0,0,,
1026895700691484675,1,0,0,,
1026885374164062208,1,0,0,,
1026884733228265472,1,1,0,,
1026872978145980417,1,1,1,,
1026871896586047491,1,0,0,,
1026865840891813888,1,0,0,,
1026860536502337537,0,0,0,,
1026858404436959232,0,0,0,,
1026850694320594944,1,0,0,,
1026846438494531588,1,0,0,,
1026840737013485568,1,1,0,,
1026831655439360000,1,0,0,,
1026816939874824192,0,0,0,,
1026811604506234880,1,0,0,,
1026808346651906049,0,0,0,,
1026804268198715394,1,0,0,,
1026796802190843904,1,1,0,,
1026792074178260992,1,0,0,,
1026777735077797889,0,0,0,,
1026773283197399042,1,0,0,,
1026755228907888640,1,0,0,,
1026747053009920000,1,1,0,,
1026744719878115328,1,1,1,,
1026743421908791296,1,0,0,,
1026739095630954496,1,0,0,,
1026735057145356288,1,0,0,,
1026718261583536129,1,0,0,,
1026681092756185088,1,0,0,,
1026630941446422528,0,0,0,,
1026591408025563136,1,1,0,,
1026566278394339330,1,0,0,,
1026564057816596480,0,0,0,,
1026542145224597506,1,0,0,,
1026531520864022528,1,0,0,,
1026527270482202629,1,0,0,,
1026524827518201856,1,0,0,,
1026517399573614592,0,0,0,,
1026511179714318341,1,0,0,,
1026507357839343616,1,1,0,,
1026506319086448640,1,0,0,,
1026492355921301504,1,0,0,,
1026489008577228800,1,0,0,,
1026480385637658625,1,0,0,,
1026473753772019714,1,1,0,,
1026473455913459714,1,0,0,,
1026470817532719105,1,0,0,,
1026467390304018432,1,0,0,,
1026466080288595969,0,0,0,,
1026464915140366336,1,0,0,,
1026455844974735360,1,0,0,,
1026420959161581573,1,1,0,,
1026420592642285569,1,1,0,,
1026419354533953537,1,0,0,,
1026414445029990401,1,0,0,,
1026390971934756864,1,1,0,,
1026389458579406849,1,1,0,,
1026388653147340801,1,0,0,,
1026384030512689152,1,1,0,,
1026382950454251528,1,0,0,,
1026381246811852800,1,0,0,,
1026379157016641537,1,0,0,,
1026378082670862337,0,0,0,,
1026376523572551680,1,0,0,,
1026376033497440257,1,0,0,,
1026372282397204480,0,0,0,,
1026365006517071872,1,0,0,,
1026364729508462593,1,1,0,,
1026353412995203072,1,0,0,,
1026350840293060608,1,1,0,,
1413645319812927497,1,0,0,,
1413645192624812039,0,1,1,,
1413618860947918855,1,0,0,,
1413618150722187265,1,0,0,,
1413607493977231363,1,1,1,,
1413606679984414733,1,1,0,,
1413592837749346312,1,0,0,,
1413590164203507717,1,1,0,,
1413566173921386499,0,0,0,,
1413558885156368391,1,1,0,,
1413558882727829511,1,0,0,,
1413558129749528576,1,0,0,,
1413546779254067201,1,1,0,,
1413540592798294018,1,0,0,,
1413522335114665990,1,0,0,,
1413520191741440001,1,0,0,,
1413518911555973123,1,0,0,,
1413518147647328257,1,0,0,,
1413511873748635650,1,0,0,,
1413510452496134145,1,1,1,,
1413507964040728577,1,0,0,,
1413503925488078849,0,1,1,,
1413500487576428546,0,1,1,,
1413497060423180288,1,0,0,,
1413496935579795457,1,0,0,,
1413480276143972360,1,1,0,,
1413478232272289794,1,0,0,,
1413475883789307909,1,1,0,,
1413450811036692481,1,0,0,,
1413449732605693953,1,0,0,,
1413446053517398022,1,0,0,,
1413433125900722182,1,0,0,,
1413432679740096513,1,1,0,,
1413415215270617090,0,1,0,,
1413413228131012611,0,0,0,,
1413413222116364291,0,0,0,,
1413413216059863042,0,0,0,,
1413409978292047873,0,1,0,,
1413405045782204416,1,0,0,,
1413403909599776769,0,0,0,,
1413396076724461568,1,0,0,,
1413393356114305028,0,1,0,,
1413392988177420288,1,0,0,,
1413391228125650945,0,0,0,,
1413376354645680133,0,1,0,,
1413371430587277312,1,0,0,,
1413364426875490313,0,1,0,,
1413341134852591620,0,0,0,,
1413277293636620288,0,0,0,,
1413251025289555970,1,0,0,,
1413245767222022144,0,0,0,,
1413242954211282948,1,0,0,,
1413240732073271296,1,0,0,,
1413235266861547523,0,0,0,,
1413205329459007490,1,0,0,,
1413202451784736776,1,0,0,,
1413198493737435139,1,0,0,,
1413185004155326471,1,0,0,,
1413184456807133187,1,0,0,,
1413139742506426368,1,0,0,,
1413138937661382668,1,0,0,,
1413137318400040975,0,0,0,,
1413123785968992262,1,0,0,,
1413107085550792708,1,0,0,,
1413069029187653634,1,1,0,,
1413066423728025603,1,1,0,,
1413063693789712385,1,1,0,,
1413063366155853824,1,0,0,,
1413060486518743041,1,0,0,,
1413059027634954240,1,0,0,,
1413058915395321856,1,0,0,,
1413053521323339776,0,0,0,,
1413048332386177024,0,0,0,,
1413048276715294722,1,0,0,,
1413039733429649408,0,0,0,,
1413031151837618176,1,1,0,,
1413030593995198464,1,1,0,,
1413030499010891778,1,1,0,,
1413022384362295301,0,0,0,,
1413008297347665921,1,1,1,,
1413000464422035456,1,0,0,,
1412994332026617858,0,1,0,,
1404200771818868737,1,0,0,,
1404195285518147586,1,1,0,,
1404174109433602048,1,1,0,,
1404171931801243653,1,1,0,,
1404166405814169600,1,0,0,,
1404165213579091968,1,1,0,,
1404164807918505985,1,0,0,,
1404163047460159494,1,0,0,,
1404162866270420992,1,0,0,,
1404160883086041097,0,0,0,,
1404142220215832581,1,1,0,,
1404142137973907456,1,0,0,,
1404136477882265601,1,0,0,,
1404131881839366149,1,0,0,,
1404123677600501761,1,0,0,,
1404122043377983488,1,0,0,,
1404112665841180673,1,1,1,,
1404092996245729282,1,1,1,,
1404079205546070020,0,0,0,,
1404078586965921800,0,0,0,,
1404074579002335233,0,0,0,,
1404073829492826115,1,1,0,,
1404063755542040579,0,0,0,,
1404039712680165378,1,0,0,,
1404037063759085573,1,1,1,,
1404035141140467715,1,1,1,,
1404030183053660168,1,0,0,,
1404030150384234496,1,0,0,,
1403978853505175555,1,0,0,,
1403966137948381185,1,1,0,,
1403956163683753990,1,0,0,,
1403950806609502211,1,0,0,,
1403944779197599744,1,1,0,,
1403936976135462915,1,1,1,,
1403873319569432578,1,0,0,,
1403867699004981248,1,0,0,,
1403851274391523329,1,0,0,,
1403844537047453696,1,1,1,,
1403843282581532675,1,1,1,,
1403841345714855936,1,0,0,,
1403830577552297986,1,1,0,,
1403823578517229575,1,0,0,,
1403822229289320449,1,1,1,,
1403822188717907970,1,0,0,,
1403813508786098186,1,0,0,,
1403812095259549701,1,1,0,,
1403811366033674244,1,1,0,,
1403795635237789699,1,1,0,,
1403795254013272064,1,1,1,,
1403790784487464974,1,0,0,,
1403789831679905797,1,1,0,,
1403786063018180610,1,0,0,,
1403783522075254789,1,1,0,,
1403782782707458050,1,1,0,,
1403780830816788481,1,1,1,,
1403777989293268996,1,0,0,,
1403775438279827465,1,1,0,,
1403772892136026120,1,1,1,,Film?
1403769405339844620,1,1,1,,
1403764986149736448,1,0,0,,
1403762659460358146,1,0,0,,
1403760273731751948,1,0,0,,
1403759207103541252,1,1,1,,
1403757524474548234,1,0,0,,
1403755624727515136,1,1,1,,
1403754814559883268,1,0,0,,
1403752498066821127,1,1,0,,
1403750705748393987,1,1,1,,
1403750075608834052,1,1,1,,
1403747951294484480,1,1,0,,
1403745453225787398,1,0,0,,
1403736030113640448,1,0,0,,
1403726221779873796,1,0,0,,
1403716549786144769,1,1,0,,
1403704752723083267,1,0,0,,
1403681025708941312,1,1,0,,
1403680299851173888,1,0,0,,
1403668845546676231,1,1,0,,
1403657579784544261,1,0,0,,
1403616693230858241,0,0,0,,
1403615918836551687,0,0,0,,
1403615845184638977,1,0,0,,
1403588703533023232,1,1,0,,
1174420996251668481,1,0,0,,
1174400646713360385,1,0,0,,
1174400263857344516,1,0,0,,
1174379580804739078,1,0,0,,
1174364708171898880,0,0,0,,
1174355842134695936,1,1,0,,
1174345655776620553,1,1,0,,
1174329321726648322,0,0,0,,
1174326385801928704,1,0,0,,
1174317836640145410,1,0,0,,
1174314436087222274,1,0,0,,
1174310128922910721,0,0,0,,
1174309826706444288,0,0,0,,
1174309401433427969,0,0,0,,
1174291980169428992,1,1,1,,
1174289250516443136,1,0,0,,
1174282347224752129,1,0,0,,
1174280241281470469,1,1,0,,
1174278027792007168,0,0,0,,
1174267753848549380,1,0,0,,
1174256384453545986,1,0,0,,
1174229058776907777,1,1,0,,
1174226333897043968,1,0,0,,
1174207790631575552,1,0,0,,
1174201974260142080,0,0,0,,
1174189115266523136,0,0,0,,
1174179094860390400,1,0,0,,
1174178995551817728,1,0,0,,
1174158615269142529,0,0,0,,
1174051548021874689,0,0,0,,
1174045337935372289,1,0,0,,
1174043290758500353,1,1,1,,
1174019356919042049,1,0,0,,
1174010493838798848,1,0,0,,
1173999050301087749,1,1,0,,
1173993647429300224,1,0,0,,
1173992069964140546,1,0,0,,
1173981852861960193,1,0,0,,
1173975224351694849,1,0,0,,
1173974700046917632,0,0,0,,
1173967061862760452,0,0,0,,
1173966553622228994,1,0,0,,
1173965163172642850,1,0,0,,
1173958815034806272,1,0,0,,
1173940240958009345,0,0,0,,
1173935289875804160,1,0,0,,
1173929673975324672,0,0,0,,
1173928233785548800,1,0,0,,
1173924283631972352,1,0,0,,
1173920628858138624,1,1,0,,
1173911958808145920,1,0,0,,
1173905983913041920,1,0,0,,
1173901746244083712,1,0,0,,
1173889798156820482,1,0,0,,
1173869840672677888,0,1,0,,
1173869574586023936,1,0,0,,
1173868610164576256,1,0,0,,
1173860675439005696,1,0,0,,
1173858298384310272,0,0,0,,
1173857723580071936,0,0,0,,
1173853837456826370,1,1,0,,
1173852306200117248,1,0,0,,
1173840899928838144,1,0,0,,
1173798466230898688,1,0,0,,
1128085556888571904,1,0,0,,
1128057424655605760,1,0,0,,
1128055126671937543,1,0,0,,
1128038886939267073,1,0,0,,
1128035431990349825,1,0,0,,
1128007243591495680,1,1,0,,
1127991070007205893,1,0,0,,
1127971129233166337,1,0,0,,
1127957476241027074,1,0,0,,
1127950573054111745,1,0,0,,
1127917438262235137,1,1,0,,
1127875991085506561,1,0,0,,
1127855686489116672,1,0,0,,
1127845126435373056,1,0,0,,
1127844874991149057,1,0,0,,
1127840597786746880,1,0,0,,
1127830846361296896,1,0,0,,
1127811690769285120,1,0,0,,
1127704767415967746,1,0,0,,
1127662155829075972,1,0,0,,
1127602912786571269,1,0,0,,
1127597801477558274,1,1,0,,
1127585206792335361,1,1,1,,
1127575343911534593,1,0,0,,
1127573694363123712,1,0,0,,
1127572286368833536,1,0,0,,
1127555493839478784,1,0,0,,
1127545704094806017,1,0,0,,
1127545106838507520,1,0,0,,
1127542346999115777,1,0,0,,
1127541340001185792,1,0,0,,
1127538820973584384,1,0,0,,
1127531754347278341,0,0,0,,
1127531653193244672,0,0,0,,
1127525415751495680,1,1,0,,
1127516660548677632,1,0,0,,
1127506397392920576,1,0,0,,
917882481449357313,1,0,0,0
917880010001788928,0,0,0,0
917874402062098432,0,0,0,0
917862449268670464,1,0,0,0
917862309321621504,1,0,0,0
917858429850607616,1,0,0,0
917848099304898562,1,0,0,0
917811669417512960,1,0,0,0
917806455293542402,1,0,0,0
917803481326596096,1,0,0,0
917801238921662465,1,0,0,0
917799658620981248,1,0,0,0
917796606686191617,1,0,0,0
917788155725705216,1,0,0,0
917788154194784256,1,0,0,0
917786356331569154,1,0,0,0
917769362571796480,1,0,0,0
917763185368805377,1,0,0,0
917759266941005824,1,0,0,0
917755673043197952,1,0,0,0
917745242836750336,1,0,0,0
917715315450155008,1,0,0,0
917714977343115266,1,0,0,0
917714078809935872,1,0,0,0
917677592282529792,0,0,0,0
917674352296054784,1,1,0,0
917654939979173888,1,0,0,0
917649701465481217,1,0,0,0
917648336584429568,1,0,0,0
917642177907429376,1,0,0,0
917520542462291968,1,0,0,0
917507464865763328,1,0,0,0
917451245840928769,1,0,0,0
917441898394144768,1,1,0,0
917440574856318978,1,0,0,0
917435208131137542,0,0,0,0
917431697481916418,0,0,0,0
917425079759376384,1,0,0,0
917416731953500160,0,0,0,0
917404308240523265,1,0,0,0
917401775166185472,1,0,0,0
917399074751569920,1,0,0,0
917392126455025664,1,0,0,0
917388754058432512,1,0,0,0
917380599077392386,1,0,0,0
917379313426751488,1,0,0,0
917371222870159360,1,0,0,0
917361906767114245,1,1,0,0
917356856405839872,1,0,0,0
917356571344232448,1,0,0,0
917343721796128768,1,1,0,0
917339129335242752,1,0,0,0
917336914222571521,1,0,0,0
917332646799212544,1,1,0,0
917323115008491520,1,0,0,0
917315122183524352,1,1,1,1
917307001771905024,1,0,0,0
917302731072819201,1,1,0,0
917301467467407360,1,1,0,0
917300348599054341,1,1,0,0
917291990206869504,1,0,0,0
917286423014854656,0,0,0,0
917282333614596096,1,0,0,0
917281852326543361,1,0,0,0
917278331699191808,1,0,0,0
917277044156887046,1,1,0,0
917276974967599104,1,1,0,0
917276721157681152,1,1,1,1
917275877762912257,1,1,0,0
917271579259699200,1,1,0,0
917269327325392896,1,1,1,1
917264051465605120,1,1,0,0
917260026896666625,1,0,0,0
917254457938862080,1,1,0,0
917242793000603648,1,0,0,0
917241364466814976,1,0,0,0
917231450780512262,1,0,0,0
1310341369500762113,1,0,0,,
1310326637469339654,1,0,0,,
1310318794389303296,1,0,0,,
1310293752309784576,1,0,0,,
1310290843220226050,1,0,0,,
1310285705940267008,1,0,0,,
1310277776172298245,1,0,0,,
1310273055088947203,1,1,0,,
1310264279464017924,1,0,0,,
1310256261213151233,1,1,0,,
1310254128925470721,0,0,0,,
1310241266647658502,1,0,0,,
1310236589851803649,1,0,0,,
1310235809300258818,1,0,0,,
1310231209360977928,1,0,0,,
1310204034981261312,1,0,0,,
1310203690872172545,1,0,0,,
1310155813860847617,1,1,0,,
1310146495732211712,1,0,0,,
1310118109009895424,1,0,0,,
1310111806451523587,1,1,0,,
1310101249765900288,1,0,0,,
1309990396651425792,0,0,0,,
1309981836974714880,1,0,0,,
1309971602575110147,1,0,0,,
1309958063512788993,1,0,0,,
1309955312414347266,1,0,0,,
1309938827876761608,1,0,0,,
1309913291163131906,1,0,0,,
1309908666192142337,1,0,0,,
1309885870259032069,1,0,0,,
1309876147816198146,1,0,0,,
1309867312913186817,1,0,0,,
1309861806744182784,1,0,0,,
1309860855782281218,0,0,0,,
1309856895394512898,1,0,0,,
1309849780282155008,0,0,0,,
1309848794968870913,1,0,0,,
1309847724024565761,1,0,0,,
1309834918764179456,1,0,0,,
1309826907274383362,1,0,0,,
1309823843289255938,1,0,0,,
1309822445256351744,1,0,0,,
1309819845270278145,0,0,0,,
1309819138248978432,0,1,1,,
1309816700053999624,1,0,0,,
1309814110423584770,1,0,0,,
1309810936837025793,0,1,1,,
1309795581343211531,0,0,0,,
1309794924972343297,1,0,0,,
1309785413607985152,1,0,0,,
1309783938429333504,1,0,0,,
1309780856584667136,1,0,0,,
1309765773284593665,1,0,0,,
1309765400083615745,0,0,0,,
1309758750765576192,1,0,0,,
1309755201360990208,1,0,0,,
1309755045357981696,1,0,0,,
1309747734015029248,1,0,0,,
1309744307730108417,1,0,0,,
1309744134031368192,1,0,0,,
1309740858447724551,1,0,0,,
1309740447418417152,1,0,0,,
1309730513582731271,1,0,0,,
1309648987612483585,0,0,0,,
1424519906133954563,1,0,0,,
1424503270639345664,1,0,0,,
1424486124731437064,1,0,0,,
1424483694274879490,1,0,0,,
1424482840914407426,1,0,0,,
1424469614449373186,1,1,0,,
